epoch,train_accuracy,train_balanced_accuracy,train_precision_macro,train_recall_macro,train_f1_macro,train_loss,val_accuracy,val_balanced_accuracy,val_precision_macro,val_recall_macro,val_f1_macro,val_loss,lr
34,0.9769222234550095,0.9876436615814057,0.9652147956089697,0.9876436615814057,0.9760637833888698,0.043693640254033175,0.8972055888223552,0.8903487427113271,0.8220074935015956,0.8903487427113271,0.8528464732783486,0.5473014305349432,6.25e-06
35,0.9800288472206813,0.9903208711832462,0.970361962084722,0.9903208711832462,0.9800374452967434,0.041784786158266904,0.8972055888223552,0.8774244494591651,0.8487723600970787,0.8774244494591651,0.8616542434924803,0.6229441704046346,6.25e-06
36,0.9816931099522911,0.9931327712107534,0.9732179410197535,0.9931327712107534,0.9828811535425729,0.03588626576676888,0.906187624750499,0.888813401060267,0.8555677774206877,0.888813401060267,0.8699171012396049,0.639892484908626,6.25e-06
37,0.9850216354155109,0.9942995003922691,0.9815354213489694,0.9942995003922691,0.9877447754220116,0.028090533626077864,0.8932135728542914,0.8782515608249181,0.8391759998411376,0.8782515608249181,0.857593566073617,0.5707334322033093,6.25e-06
38,0.983912126927771,0.9919371275957801,0.9750486512967494,0.9919371275957801,0.9833218333562312,0.028945892216689088,0.8962075848303394,0.8619827396862803,0.856131461335171,0.8619827396862803,0.858407535239589,0.674911416962951,3.125e-06
39,0.984023077776545,0.992425852228629,0.9792228114420538,0.992425852228629,0.9856857811080685,0.03138148655788823,0.8982035928143712,0.8717836093232154,0.8613405652240603,0.8717836093232154,0.8660748413108538,0.6781496125935185,3.125e-06
40,0.9822478641961611,0.9911007884511338,0.9778685165828664,0.9911007884511338,0.984280828466594,0.029280595145595705,0.8992015968063872,0.8779893880458697,0.8620650458163396,0.8779893880458697,0.8695331987924784,0.6539885066356695,3.125e-06
41,0.9851325862642849,0.9937930149012212,0.9802440533141681,0.9937930149012212,0.9868417972812722,0.02574917934384563,0.9011976047904192,0.8952909878657227,0.8623090362135591,0.8952909878657227,0.8775412041187058,0.6167798594384828,3.125e-06
42,0.9869077998446688,0.995243764485415,0.9802685253744435,0.995243764485415,0.9875839652515755,0.02279695168203527,0.9011976047904192,0.8820892097927502,0.8606828590021868,0.8820892097927502,0.8709040434356228,0.5988482139463684,3.125e-06
43,0.9866858981471208,0.9929811855542942,0.9807678918016824,0.9929811855542942,0.9867443175018608,0.027122755312326673,0.9041916167664671,0.8936362993257881,0.8600060664325323,0.8936362993257881,0.8751664900921273,0.6192557407738716,3.125e-06
44,0.9855763896593809,0.9937103544505465,0.9826707016288845,0.9937103544505465,0.9880510241313244,0.029845513193808685,0.9051896207584831,0.8737214408863396,0.8714929775086698,0.8737214408863396,0.8714737285170047,0.6059999080066255,3.125e-06
45,0.9876844557860868,0.9958170081472727,0.9793837769981384,0.9958170081472727,0.9874092288376801,0.025175408943718013,0.906187624750499,0.8823468429543647,0.8580784143274233,0.8823468429543647,0.8676597831894084,0.6015691330067129,1.5625e-06
46,0.9880173083324088,0.9942255902940932,0.9853954944372141,0.9942255902940932,0.9896970812635175,0.02272418762578288,0.9051896207584831,0.8838463213859276,0.867909901492931,0.8838463213859276,0.8754616266136761,0.625518751002573,1.5625e-06
47,0.9882392100299567,0.995937259014898,0.9847980553472212,0.995937259014898,0.9902427546290468,0.021884026132380073,0.9031936127744511,0.8975277999386002,0.8652057507197694,0.8975277999386002,0.880347469454123,0.5986717467852952,1.5625e-06
48,0.9885720625762787,0.9944517817036955,0.9847522025410216,0.9944517817036955,0.9894868735724679,0.019383693064827918,0.9031936127744511,0.8817300988949978,0.864277730463003,0.8817300988949978,0.8717079546752668,0.6605857591611332,1.5625e-06
49,0.9892377676689227,0.9946804825531161,0.9828796002206451,0.9946804825531161,0.9886865431454464,0.024290060163895098,0.9031936127744511,0.8734704982810783,0.8693716884392152,0.8734704982810783,0.871150689906686,0.6336386741150961,1.5625e-06
50,0.9875735049373128,0.9941084082891563,0.98350862664309,0.9941084082891563,0.9886748893028194,0.022722505162948516,0.9021956087824351,0.8816466966212111,0.8621411496681353,0.8816466966212111,0.8711624020850256,0.6342059930622801,1.5625e-06
51,0.9895706202152447,0.9957420287330472,0.9875515378799575,0.9957420287330472,0.9915644629646513,0.023276610164884762,0.907185628742515,0.8927608857213485,0.8709669811028046,0.8927608857213485,0.8811131428620166,0.594534689897461,1.5625e-06
52,0.9882392100299567,0.9956957176429305,0.9834042774339942,0.9956957176429305,0.9894251338702889,0.018043545594206,0.9021956087824351,0.8858486948168723,0.8644075207230515,0.8858486948168723,0.8742653689747616,0.635393132053654,1.5625e-06
53,0.9896815710640187,0.9930055470517015,0.9855208638852104,0.9930055470517015,0.9891749333621443,0.023366834547906806,0.9051896207584831,0.8854504656819024,0.8684468528732119,0.8854504656819024,0.8756858067422902,0.6564539863489016,1.5625e-06
54,0.9873516032397648,0.9944495982726258,0.9830863759559298,0.9944495982726258,0.9886525805865123,0.024466826372834052,0.906187624750499,0.8886936705644517,0.8638964943387498,0.8886936705644517,0.8743797435727828,0.6342910207871194,1.5625e-06
55,0.9896815710640187,0.9959054501900846,0.98331561944921,0.9959054501900846,0.9895070791127408,0.0199151753216159,0.908183632734531,0.890133008937252,0.8732510782090613,0.890133008937252,0.8805328579330409,0.5874021877046719,7.8125e-07
56,0.9896815710640187,0.9932401570654703,0.9868362046831759,0.9932401570654703,0.9899751144353909,0.020026759690123117,0.909181636726547,0.8890843516687296,0.8712282690854121,0.8890843516687296,0.8792454368939527,0.5957169344763001,7.8125e-07
57,0.9896815710640187,0.9955431381321331,0.9870723081901246,0.9955431381321331,0.9912223150248358,0.022298793162817618,0.9051896207584831,0.8879918842310357,0.8647387497633845,0.8879918842310357,0.8753898359361428,0.6311745462300602,7.8125e-07
58,0.9906801287029846,0.9964129129500795,0.9861348234544803,0.9964129129500795,0.9911893796138355,0.017993171451977083,0.908183632734531,0.889728089245929,0.8766445991560781,0.889728089245929,0.8823749174389947,0.6005526777824315,7.8125e-07
59,0.9894596693664707,0.9955542526741991,0.9853165315960961,0.9955542526741991,0.9903392646111507,0.020324405929449223,0.9031936127744511,0.8914320938428942,0.8608777663399512,0.8914320938428942,0.8748121625891107,0.6034937015053317,7.8125e-07
60,0.9889049151226007,0.9951396173173304,0.9863094488854994,0.9951396173173304,0.9906368373876563,0.02430499167696127,0.907185628742515,0.8985831026332474,0.8642936305608907,0.8985831026332474,0.8800702338084793,0.6036994801966674,7.8125e-07
61,0.9894596693664707,0.9966751486047947,0.9834073999645917,0.9966751486047947,0.989916779918727,0.017437805512155475,0.907185628742515,0.8979256229015149,0.8686905181824621,0.8979256229015149,0.8823593620311682,0.5910285164229386,7.8125e-07
62,0.9879063574836348,0.9944643057608217,0.985545915940212,0.9944643057608217,0.9898939936024431,0.02151756063521908,0.906187624750499,0.8858202627730111,0.8615225486832597,0.8858202627730111,0.8727462636578495,0.6475135846827513,3.90625e-07
63,0.9883501608787307,0.9952138297111425,0.9840732739073684,0.9952138297111425,0.9895239206641275,0.019404621157848613,0.908183632734531,0.8830003681498377,0.861069051943771,0.8830003681498377,0.8704515539105818,0.6392618397029093,3.90625e-07
64,0.9892377676689227,0.9937379726913724,0.986463612129011,0.9937379726913724,0.9900283145919376,0.021270013199120315,0.9111776447105788,0.8899267750762447,0.8738532285182672,0.8899267750762447,0.8803251263382171,0.6765894753992755,3.90625e-07
65,0.9887939642738267,0.9948329446230396,0.9859205287960938,0.9948329446230396,0.9902964816390325,0.01947768053523136,0.906187624750499,0.883884988320861,0.8702248637989504,0.883884988320861,0.8757690082546548,0.6583265557184819,3.90625e-07
66,0.9902363253078886,0.9955992095321332,0.9880922438603301,0.9955992095321332,0.991782747392661,0.018397877917117757,0.909181636726547,0.8805467262830536,0.8762309188396146,0.8805467262830536,0.877915437850435,0.6296376056328724,1.953125e-07
67,0.9880173083324088,0.9940200336397557,0.986041608684688,0.9940200336397557,0.9899269196955867,0.020325208668898434,0.9051896207584831,0.8912609825821012,0.8570977067596278,0.8912609825821012,0.871863046967106,0.6335248823134215,1.953125e-07
68,0.9871297015422168,0.994249626055833,0.9826005759829312,0.994249626055833,0.9882546579980999,0.020023777138115637,0.9031936127744511,0.8709585401002952,0.8601899275480136,0.8709585401002952,0.863884787062178,0.6829616311926417,1.953125e-07
69,0.9887939642738267,0.9947725132564964,0.98508160491123,0.9947725132564964,0.9898457264057126,0.01963356488776861,0.908183632734531,0.8955503061578278,0.8646498436455561,0.8955503061578278,0.878687554751291,0.600259048706001,1.953125e-07
70,0.9901253744591146,0.9961153001781121,0.9857339209460715,0.9961153001781121,0.9908327181415187,0.018605304663740423,0.906187624750499,0.8872992818990891,0.8663467346231153,0.8872992818990891,0.8759847716087277,0.6200058041888655,9.765625e-08
71,0.9894596693664707,0.9946996498799298,0.9861998107422835,0.9946996498799298,0.9903618278243991,0.019102521277290396,0.906187624750499,0.8866769022024565,0.8659337595507168,0.8866769022024565,0.8749952186896314,0.6332971903118126,9.765625e-08
72,0.9914567846444026,0.9964012785896551,0.9882662829800685,0.9964012785896551,0.9922663642252767,0.017173051791488855,0.907185628742515,0.8897305826910455,0.8553314977988419,0.8897305826910455,0.8702036920864723,0.6474641361494569,9.765625e-08
73,0.9910129812493066,0.9958328646447586,0.987415969319785,0.9958328646447586,0.9915758886076208,0.018197080362710356,0.908183632734531,0.8845261873227157,0.8688878284415066,0.8845261873227157,0.8752602631077736,0.663774328817987,9.765625e-08
74,0.9900144236103406,0.9959593749232394,0.9864980157819204,0.9959593749232394,0.9911513387543998,0.01669517665515362,0.906187624750499,0.8946610827035127,0.8719493687981082,0.8946610827035127,0.8825339534292415,0.5972126335846242,9.765625e-08
75,0.9904582270054366,0.9956580394644389,0.9872755860736839,0.9956580394644389,0.9913891173328943,0.019959090009389207,0.9101796407185628,0.8903692882477838,0.8694090799973153,0.8903692882477838,0.8784683665594183,0.6501076234345898,9.765625e-08
76,0.9913458337956286,0.9973154230537659,0.9884472980931358,0.9973154230537659,0.9928115339234663,0.0157393694897096,0.908183632734531,0.8903738689659616,0.8613799487031857,0.8903738689659616,0.8742844892466699,0.6363784769908274,9.765625e-08
77,0.9911239320980806,0.9961661518039734,0.9870865541997839,0.9961661518039734,0.991558307227748,0.017636898160422514,0.9121756487025948,0.889709292505821,0.872307105734593,0.889709292505821,0.8794843416791851,0.6413380411584134,9.765625e-08
78,0.9900144236103406,0.9947500369703102,0.9871009242930413,0.9947500369703102,0.9908457087274682,0.019159153288790975,0.907185628742515,0.8927374856979485,0.8649595895077491,0.8927374856979485,0.8775085785059654,0.6323129942439898,4.8828125e-08
79,0.9892377676689227,0.9945919598336556,0.9862938829972492,0.9945919598336556,0.9903414809551766,0.020064740271272422,0.908183632734531,0.8925220678354718,0.8684793412767562,0.8925220678354718,0.8796811514438332,0.6448020182090797,4.8828125e-08
80,0.9902363253078886,0.9957804115846601,0.9879574685254957,0.9957804115846601,0.9917921362891783,0.018269029567250388,0.908183632734531,0.8881788700496511,0.8614855602152289,0.8881788700496511,0.8728308284185047,0.6578599865266685,4.8828125e-08
