epoch,train_accuracy,train_balanced_accuracy,train_precision_macro,train_recall_macro,train_f1_macro,train_loss,val_accuracy,val_balanced_accuracy,val_precision_macro,val_recall_macro,val_f1_macro,val_loss,lr,best_epoch,best_val_f1_macro,epochs_since_best,improved
32,0.9490452930728241,0.9734919653841108,0.9264643972229651,0.9734919653841108,0.9485988275363063,0.104776036965138,0.8802395209580839,0.8636198782086646,0.7819435687651559,0.8636198782086646,0.8094415562880045,0.6054344346678022,5e-05,27,0.843597657638462,5,False
33,0.9483792184724689,0.9716205197281654,0.9299040463668187,0.9716205197281654,0.9492482518678409,0.1017709232363387,0.8942115768463074,0.8777029480983193,0.841651596744768,0.8777029480983193,0.8573508742144796,0.6071587735164293,5e-05,33,0.8573508742144796,0,True
34,0.9488232682060391,0.9664581340921414,0.9257113948040765,0.9664581340921414,0.9449835605507799,0.12658601321586277,0.8852295409181636,0.8605157590486148,0.8147639257491253,0.8605157590486148,0.8347185409437127,0.5542459600161717,5e-05,33,0.8573508742144796,1,False
35,0.9590364120781527,0.9779672950580008,0.939885926690639,0.9779672950580008,0.9578504582546591,0.08002591287605315,0.8952095808383234,0.8697525798090615,0.8443765734061495,0.8697525798090615,0.8547743042641517,0.5027030820771489,5e-05,33,0.8573508742144796,2,False
36,0.9604795737122558,0.9811762408279169,0.9450693648044651,0.9811762408279169,0.9622674079621351,0.08331119534379494,0.8942115768463074,0.8793835978021127,0.8426144415025817,0.8793835978021127,0.8598472190375378,0.5229937350879351,5e-05,36,0.8598472190375378,0,True
37,0.9570381882770871,0.9790802512188395,0.9432294382308174,0.9790802512188395,0.960092018830179,0.08088180059809405,0.8822355289421158,0.8528892734843968,0.8110476824762538,0.8528892734843968,0.8302422622529029,0.5480999565253893,5e-05,36,0.8598472190375378,1,False
38,0.9571492007104796,0.978264192398792,0.9356195004387134,0.978264192398792,0.955869613031892,0.08557920855802004,0.8792415169660679,0.87336426172354,0.8350965485593963,0.87336426172354,0.8493418970716036,0.6954711858715729,5e-05,36,0.8598472190375378,2,False
39,0.9608126110124334,0.9785445123302081,0.9455208284909163,0.9785445123302081,0.9611691240125738,0.08619345267518526,0.8992015968063872,0.8681156290606629,0.8570708301503417,0.8681156290606629,0.8602755113986535,0.6623098726431744,5e-05,39,0.8602755113986535,0,True
40,0.9600355239786856,0.9759054163308563,0.9433844934460719,0.9759054163308563,0.9588165136716575,0.08845499297388261,0.8932135728542914,0.8700402850147995,0.8090284448697719,0.8700402850147995,0.8360368586582049,0.6453670291030248,5e-05,39,0.8602755113986535,1,False
41,0.9641429840142096,0.9780958428158089,0.9393853017584377,0.9780958428158089,0.9578888415986543,0.06692253858622704,0.8902195608782435,0.8545924883023657,0.8328371851573271,0.8545924883023657,0.8408858550640038,0.6518690513038602,5e-05,39,0.8602755113986535,2,False
42,0.9604795737122558,0.9775123672762006,0.9351246979644353,0.9775123672762006,0.9552890745514394,0.08734054364407952,0.8962075848303394,0.900752569122868,0.8178116767675343,0.900752569122868,0.8531826244818019,0.5032885123001614,5e-05,39,0.8602755113986535,3,False
43,0.9564831261101243,0.9712311953096243,0.921723378726791,0.9712311953096243,0.9451872164340703,0.10888936347360417,0.8762475049900199,0.8544693690099392,0.8035606756421058,0.8544693690099392,0.8263545552038798,0.541507956757305,5e-05,39,0.8602755113986535,4,False
44,0.9640319715808171,0.9784920079171392,0.9373595846711911,0.9784920079171392,0.9569806164122026,0.0701949365071394,0.8772455089820359,0.8648354061083088,0.7883423052751127,0.8648354061083088,0.8192695135656985,0.6301258466951921,5e-05,39,0.8602755113986535,5,False
45,0.9715808170515098,0.9844050678352227,0.9538465885741945,0.9844050678352227,0.9686704871111135,0.06623983482286085,0.8972055888223552,0.9007504818498069,0.8538186068797163,0.9007504818498069,0.8751896042205745,0.5077964903925242,5e-05,45,0.8751896042205745,0,True
46,0.9662522202486679,0.9767653622318393,0.9424738598086444,0.9767653622318393,0.9590359753834587,0.09137860403525508,0.8792415169660679,0.8668922694546058,0.8150901731164287,0.8668922694546058,0.8355119470528443,0.5314308836114613,5e-05,45,0.8751896042205745,1,False
47,0.9720248667850799,0.989407910794923,0.9580773695175394,0.989407910794923,0.9730811031951301,0.048550038117194196,0.8782435129740519,0.8743537532626939,0.7823404622220375,0.8743537532626939,0.8203201086688888,0.5465302667403947,5e-05,45,0.8751896042205745,2,False
48,0.9664742451154529,0.9808290346500763,0.9489471531615246,0.9808290346500763,0.9642709287546988,0.07429506412873012,0.8872255489021956,0.8190597357080343,0.8304131551525165,0.8190597357080343,0.8222480486166083,0.6381949963779588,5e-05,45,0.8751896042205745,3,False
49,0.9714698046181173,0.9835355163416077,0.9580368030762333,0.9835355163416077,0.9703717753074926,0.057370933354573904,0.8952095808383234,0.8598408292305523,0.846633306971678,0.8598408292305523,0.8517972853114226,0.608733684723561,5e-05,45,0.8751896042205745,4,False
50,0.9740230905861457,0.9868489405558749,0.9616668710127073,0.9868489405558749,0.973825763280127,0.0490450017909515,0.8982035928143712,0.8774315913178016,0.8562020648095094,0.8774315913178016,0.8646623963690651,0.6502795482420096,5e-05,45,0.8751896042205745,5,False
51,0.9721358792184724,0.9850355645566568,0.9551462840237596,0.9850355645566568,0.9695379354888242,0.061563023696060426,0.8932135728542914,0.8637529898171861,0.8279974548587186,0.8637529898171861,0.8441177557589803,0.6379175801789797,5e-05,45,0.8751896042205745,6,False
52,0.9662522202486679,0.9816053885012552,0.9510629062653114,0.9816053885012552,0.9656962446703247,0.07656466565968036,0.8912175648702595,0.8644236532168754,0.8341857264392962,0.8644236532168754,0.8485935433671268,0.6623783403145012,5e-05,45,0.8751896042205745,7,False
53,0.9759103019538188,0.9874553041325255,0.9611028494548898,0.9874553041325255,0.9738627180893761,0.043813341759667286,0.8992015968063872,0.8696170158561672,0.8530495091816744,0.8696170158561672,0.859926911059065,0.6303429413773739,2.5e-05,45,0.8751896042205745,8,False
54,0.9812388987566607,0.9911268961636645,0.9677218480516769,0.9911268961636645,0.9791071642643726,0.043110667135316465,0.8992015968063872,0.8584585427194602,0.8458139338343676,0.8584585427194602,0.8500472350170993,0.6988218411062695,2.5e-05,45,0.8751896042205745,9,False
55,0.9832371225577264,0.9930697395985203,0.9762589178343715,0.9930697395985203,0.9844810986487298,0.03507532112604744,0.8992015968063872,0.9017849005312844,0.848248945917077,0.9017849005312844,0.8726642893295923,0.5593769700049623,2.5e-05,45,0.8751896042205745,10,False
56,0.9855683836589698,0.9926481432802995,0.9787670426150835,0.9926481432802995,0.9855661328994076,0.029170362866375466,0.9031936127744511,0.8846544756380822,0.85395538046663,0.8846544756380822,0.8657840437158609,0.6489198015589206,2.5e-05,45,0.8751896042205745,11,False
57,0.9873445825932504,0.9951415562974171,0.9826497575585854,0.9951415562974171,0.9887845518412367,0.024475524808461595,0.9111776447105788,0.8956767272099962,0.8664374311437971,0.8956767272099962,0.8784032988204317,0.6179850548540637,2.5e-05,57,0.8784032988204317,0,True
58,0.9878996447602132,0.9946434256080252,0.9844468045693884,0.9946434256080252,0.9894295224672115,0.023259958565490152,0.8952095808383234,0.8526511269106667,0.8591555110373824,0.8526511269106667,0.8551476343931007,0.7404875347543028,2.5e-05,57,0.8784032988204317,1,False
59,0.9832371225577264,0.9920402390551251,0.9704344110250093,0.9920402390551251,0.9809367523295853,0.028837504307143345,0.906187624750499,0.8976542209907687,0.854080616247222,0.8976542209907687,0.8737893994937048,0.5732005936544349,2.5e-05,57,0.8784032988204317,2,False
60,0.9898978685612788,0.9929073745639723,0.9812353614802448,0.9929073745639723,0.9870008653198913,0.025186199451530555,0.906187624750499,0.8937510429313708,0.8604396721022104,0.8937510429313708,0.8747557421142262,0.6837047363881379,2.5e-05,57,0.8784032988204317,3,False
